12.9102,77.5861,93
12.9117,77.6432,94
12.9143,77.6773,95
12.9267,77.5141,96
12.9268,77.5511,97
12.9364,77.6280,98
12.9387,77.5850,99
12.9497,77.6991,100
12.9548,77.5673,101
12.9611,77.5098,102
12.9637,77.6413,103
12.9658,77.5348,104
12.97401,77.6170,105
12.9793,77.7283,106
12.9867,77.7364,107
12.9889,77.5930,108
12.9912,77.5712,109
12.9932,77.6620,110
12.9964,77.6967,111
12.9976,77.5441,112
13.0117,77.5547,113
13.0134,77.6618,114
13.0232,77.6364,115
13.0266,77.5928,116
13.0317,77.5699,117
13.0456,77.6265,118
13.0631,77.5594,119
13.0635,77.5912,120
14.6941, 77.5991,121
23.1826,77.4558,122
23.1856,77.4176,123
23.2332,77.4299,124
28.4638,77.0649,125
28.4645,77.5080,126
28.4696,77.3072,127
28.4963,77.0900,128
28.5025,77.0973,129
28.5115,77.0418,130
28.5116,77.0415,131
28.5408,77.1551,132
28.5679,77.3264,133
28.5742,77.3533,134
28.5796,77.0561,135
28.6345,77.3695,136
28.6371,77.2867,137
28.6450,77.3348,138
28.6540,77.4367,139
28.6606,77.2975,140
28.7017,77.1348,141
28.9479,77.6758,142
29.4729,77.7151,143
9.9182,78.1253,144
9.9190,78.1486,145
9.9382,78.1361,146
11.6752,78.1323,147
14.4682,78.8243,148
15.8245,78.0403,149
17.3226,78.5798,150
17.3288,78.5540,151
17.3609,78.4272,152
17.3634,78.5577,153
17.3680,78.5396,154
17.3739,78.5024,155
17.3901,78.4904,156
17.3979,78.5340,157
17.4015,78.4857,158
17.4020,78.5719,159
17.4047,78.4071,160
17.4050,78.5147,161
17.4082,78.4391,162
17.4236,78.4615,163
17.4304,78.5532,164
17.4364,78.3671,165
17.4414,78.4997,166
17.4555,78.4987,167
17.4767,78.5638,168
17.4820,78.4145,169
17.4832,78.3933,170
17.4959,78.3383,171
17.5044,78.4782,172
26.2099,78.1666,173
27.2010,78.0087,174
29.9476,78.0757,175
30.3642,78.0700,176
12.9343,79.1468,177
13.2047,79.0970,178
13.6272,79.4293,179
14.4388,79.9696,180
21.1478,79.0926,181
23.1240,79.9275,182
28.3946,79.4568,183
29.0016,79.3993,184
12.8752,80.2270,185
12.9513,80.1396,186
12.9563,80.1871,187
12.9746,80.2583,188
12.9908,80.2164,189
12.9913,80.2168,190
13.0072,80.2510,191
13.0072,80.2499,192
13.0352,80.2125,193
13.0381,80.2680,194
13.0394,80.2341,195
13.0437,80.1207,196
13.0585,80.2538,197
13.0666,80.2703,198
13.0689,80.2671,199
13.0815,80.2450,200
13.0836,80.1705,201
13.0871,80.2178,202
13.1087,80.2445,203
13.1150,80.1032,204
13.1226,80.1460,205
13.1255,80.2052,206
15.5186,80.0468,207
16.4934,80.6638,208
17.2506,80.1327,209
26.4732,80.3532,210
26.7981,80.8968,211
26.8463,80.9876,212
26.8502,80.9419,213
26.8700,80.9976,214
16.5468,81.5174,215
16.9866,81.7822,216
21.2178,81.3225,217
21.2414,81.6841,218
21.2552,81.6463,219
25.4519,81.8339,220
16.9574,82.2357,221
22.0937,82.1253,222
18.1074,83.3989,223
21.4871,83.9841,224
22.2276,84.8203,225
24.7915,84.9997,226
20.2679,85.8437,227
20.3511,85.8252,228
20.4626,85.9109,229
23.3629,85.3254,230
25.6054,85.0758,231
23.6645,86.1473,232
23.6849,86.9415,233
23.8208,86.4699,234
23.2413,87.8682,235
23.5562,87.2743,236
22.4569,88.3057,237
22.4617,88.3065,238
22.4739,88.3614,239
22.5164,88.3487,240
22.5189,88.3653,241
22.5192,88.3653,242
22.5325,88.3533,243
22.5523,88.3534,244
22.5628,88.3233,245
22.5632,88.3236,246
22.5778,88.4006,247
22.5793,88.4600,248
22.5849,88.4904,249
22.6155,88.4125,250
22.6155,88.4121,251
22.6291,88.4344,252
22.7196,88.4873,253
22.7632,88.3699,254
25.0041,88.1330,255
26.7387,88.4341,256
25.5765,91.8821,257
26.1573,91.7779,258
















